,companyName,symbol,dividend_Ex_Date,payment_Date,dividend_Rate,indicated_Annual_Dividend,curr_price,return,recommendation,etf
588,VictoryShares Core Intermediate Bond ETF,UITB,11/07/2024,11/08/2024,0.159412,1.912944,0.0,0.159412,NA,ETF
147,iShares Core 1-5 Year USD Bond ETF,ISTB,11/01/2024,11/06/2024,0.159381,1.912572,0.0,0.159381,NA,ETF
150,iShares Core Total USD Bond Market ETF,IUSB,11/01/2024,11/06/2024,0.157693,1.892316,0.0,0.157693,NA,ETF
48,BondBloxx Bloomberg Three Year Target Duration US Treasury ETF,XTRE,11/01/2024,11/06/2024,0.1576,2.0657,0.0,0.1576,NA,ETF
3,AB Short Duration High Yield ETF,SYFI,11/01/2024,11/06/2024,0.157,2.1144,0.0,0.157,NA,ETF
373,VanEck Fallen Angel High Yield Bond ETF,ANGL,11/01/2024,11/06/2024,0.1568,1.8816,0.0,0.1568,NA,ETF
140,iShares Aaa A Rated Corporate Bond ETF,QLTA,11/01/2024,11/06/2024,0.156066,1.8573,0.0,0.156066,NA,ETF
317,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK,11/01/2024,11/06/2024,0.155773,1.8853,0.0,0.155773,NA,ETF
507,Global X SuperDividend REIT ETF,SRET,11/05/2024,11/13/2024,0.155,1.86,0.0,0.155,NA,ETF
149,iShares Core 5-10 Year USD Bond ETF,IMTB,11/01/2024,11/06/2024,0.154559,1.8711,0.0,0.154559,NA,ETF
328,SPDR Portfolio High Yield Bond ETF,SPHY,11/01/2024,11/06/2024,0.154012,1.8406,0.0,0.154012,NA,ETF
17,American Century Diversified Municipal Bond ETF,TAXF,11/01/2024,11/05/2024,0.1539,1.6613,0.0,0.1539,NA,ETF
259,PGIM Ultra Short Municipal Bond ETF,PUSH,11/01/2024,11/07/2024,0.1535,1.7412,0.0,0.1535,NA,ETF
388,Vanguard Mortgage-Backed Securities ETF,VMBS,11/01/2024,11/05/2024,0.1529,1.8348,0.0,0.1529,NA,ETF
222,JPMorgan Sustainable Municipal Income ETF,JMSI,11/01/2024,11/05/2024,0.1528,1.8466,0.0,0.1528,NA,ETF
4,AB Short Duration Income ETF,SDFI,11/01/2024,11/06/2024,0.152,1.749,0.0,0.152,NA,ETF
1,AB Corporate Bond ETF,EYEG,11/01/2024,11/06/2024,0.1515,1.818,0.0,0.1515,NA,ETF
157,iShares ESG Aware U.S. Aggregate Bond ETF,EAGG,11/01/2024,11/06/2024,0.15066,1.7805,0.0,0.15066,NA,ETF
364,US Treasury 30 Year Bond ETF,UTHY,11/01/2024,11/04/2024,0.15047,1.80564,0.0,0.15047,NA,ETF
272,PIMCO Municipal Income Opportunities Active Exchange-Traded Fund,MINO,11/01/2024,11/05/2024,0.15,1.7705,0.0,0.15,NA,
268,PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund,MUNI,11/01/2024,11/05/2024,0.15,1.7843,0.0,0.15,NA,
361,US Treasury 20 Year Bond ETF,UTWY,11/01/2024,11/04/2024,0.1497416,1.796899,0.0,0.1497416,NA,ETF
436,Exchange Akros Monthly Payout ETF,MPAY,11/04/2024,11/05/2024,0.1478,1.6483,0.0,0.1478,NA,ETF
34,BNY Mellon Core Bond ETF,BKAG,11/01/2024,11/06/2024,0.1477,1.6487,0.0,0.1477,NA,ETF
52,BondBloxx IR+M Tax-Aware Short Duration ETF,TAXX,11/01/2024,11/06/2024,0.1472,1.8399,0.0,0.1472,NA,ETF
161,iShares GNMA Bond ETF,GNMA,11/01/2024,11/06/2024,0.146755,1.76106,0.0,0.146755,NA,ETF
511,Global X Variable Rate Preferred ETF,PFFV,11/05/2024,11/13/2024,0.146,1.7592,0.0,0.146,NA,ETF
503,Global X MSCI SuperDividend Emerging Markets ETF,SDEM,11/05/2024,11/13/2024,0.145,1.781,0.0,0.145,NA,ETF
456,iShares Interest Rate Hedged Long-Term Corporate Bond ETF,IGBH,11/04/2024,11/07/2024,0.144408,1.8032,0.0,0.144408,NA,ETF
316,SPDR Bloomberg Investment Grade Floating Rate ETF,FLRN,11/01/2024,11/06/2024,0.143419,1.8137,0.0,0.143419,NA,ETF
742,ETRACS Monthly Pay 1.5X Leveraged Mortgage REIT ETN,MVRL,11/12/2024,11/20/2024,0.1426,2.9949,0.0,0.1426,NA,
122,Goldman Sachs Municipal Income ETF,GMUB,11/01/2024,11/07/2024,0.1423,1.845,0.0,0.1423,NA,ETF
363,US Treasury 3 Year Note ETF,UTRE,11/01/2024,11/04/2024,0.1421443,1.705732,0.0,0.1421443,NA,ETF
145,iShares California Muni Bond ETF,CMF,11/01/2024,11/06/2024,0.141878,1.5265,0.0,0.141878,NA,ETF
26,Avantis Core Municipal Fixed Income ETF,AVMU,11/01/2024,11/05/2024,0.1409,1.4292,0.0,0.1409,NA,ETF
159,iShares Fallen Angels USD Bond ETF,FALN,11/01/2024,11/06/2024,0.140883,1.690596,0.0,0.140883,NA,ETF
123,Goldman Sachs Ultra Short Municipal Income ETF,GUMI,11/01/2024,11/07/2024,0.1403,1.6026,0.0,0.1403,NA,ETF
304,Short Term Municipal Bond Active Exchange-Traded Fund,SMMU,11/01/2024,11/05/2024,0.14,1.5009,0.0,0.14,NA,
452,iShares Inflation Hedged High Yield Bond ETF,HYGI,11/04/2024,11/07/2024,0.139852,1.6242,0.0,0.139852,NA,ETF
367,US Treasury 7 Year Note ETF,USVN,11/01/2024,11/04/2024,0.1384787,1.661744,0.0,0.1384787,NA,ETF
146,iShares CMBS Bond ETF,CMBS,11/01/2024,11/06/2024,0.136347,1.5126,0.0,0.136347,NA,ETF
253,PGIM Active Aggregate Bond ETF,PAB,11/01/2024,11/07/2024,0.1357,1.6842,0.0,0.1357,NA,ETF
358,US Treasury 10 Year Note ETF,UTEN,11/01/2024,11/04/2024,0.135621,1.627452,0.0,0.135621,NA,ETF
155,iShares ESG Advanced Total USD Bond Market ETF,EUSB,11/01/2024,11/06/2024,0.135607,1.4939,0.0,0.135607,NA,ETF
298,Schwab Long-Term U.S. Treasury ETF,SCHQ,11/01/2024,11/07/2024,0.1355,1.4142,0.0,0.1355,NA,ETF
365,US Treasury 5 Year Note ETF,UFIV,11/01/2024,11/04/2024,0.1352423,1.622908,0.0,0.1352423,NA,ETF
117,Goldman Sachs Access U.S. Aggregate Bond ETF,GCOR,11/01/2024,11/07/2024,0.13488,1.7487,0.0,0.13488,NA,ETF
360,US Treasury 2 Year Note ETF,UTWO,11/01/2024,11/04/2024,0.1347677,1.617212,0.0,0.1347677,NA,ETF
0,AB Core Plus Bond ETF,CPLS,11/01/2024,11/06/2024,0.134,1.608,0.0,0.134,NA,ETF
15,American Century California Municipal Bond ETF,CATF,11/01/2024,11/05/2024,0.1339,1.4244,0.0,0.1339,NA,ETF
121,Goldman Sachs Dynamic New York Municipal Income ETF,GMNY,11/01/2024,11/07/2024,0.1328,1.8625,0.0,0.1328,NA,ETF
377,VanEck J. P. Morgan EM Local Currency Bond ET,EMLC,11/01/2024,11/06/2024,0.1326,1.4127,0.0,0.1326,NA,
65,Calamos Alternative Nasdaq & Bond ETF,CANQ,11/01/2024,11/07/2024,0.1316,1.5792,0.0,0.1316,NA,ETF
120,Goldman Sachs Dynamic California Municipal Income ETF,GCAL,11/01/2024,11/07/2024,0.1313,1.8184,0.0,0.1313,NA,ETF
392,Vanguard Tax-Exempt Bond ETF,VTEB,11/01/2024,11/05/2024,0.1312,1.5641,0.0,0.1312,NA,ETF
807,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",LDP,11/12/2024,11/29/2024,0.131,1.572,0.0,0.131,NA,
1002,"Popular, Inc. Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities",BPOPM,11/15/2024,12/02/2024,0.127604,1.531248,0.0,0.127604,NA,
471,Panagram AAA CLO ETF,CLOX,11/04/2024,11/08/2024,0.12697361,1.5602,0.0,0.12697361,NA,ETF
327,SPDR Portfolio Corporate Bond ETF,SPBO,11/01/2024,11/06/2024,0.126065,1.4986,0.0,0.126065,NA,ETF
603,VictoryShares US Large Cap High Div Volatility Wtd ETF,CDL,11/07/2024,11/08/2024,0.124917,1.499004,0.0,0.124917,NA,ETF
241,Nuveen ESG High Yield Corporate Bond ETF,NUHY,11/01/2024,11/04/2024,0.1242,1.4084,0.0,0.1242,NA,ETF
194,iShares New York Muni Bond ETF,NYF,11/01/2024,11/06/2024,0.122888,1.4345,0.0,0.122888,NA,ETF
119,Goldman Sachs Community Municipal Bond ETF,GMUN,11/01/2024,11/07/2024,0.12249,1.5532,0.0,0.12249,NA,ETF
329,SPDR Portfolio Intermediate Term Corporate Bond ETF,SPIB,11/01/2024,11/06/2024,0.122133,1.4267,0.0,0.122133,NA,ETF
413,Xtrackers Risk Managed USD High Yield Strategy ETF,HYRM,11/01/2024,11/08/2024,0.1211,1.3853,0.0,0.1211,NA,ETF
602,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,CDC,11/07/2024,11/08/2024,0.120986,1.451832,0.0,0.120986,NA,ETF
264,PIMCO Broad U.S. TIPS Index Exchange-Traded Fund,TIPZ,11/01/2024,11/05/2024,0.12,2.8473,0.0,0.12,NA,
623,YieldMax Universe Fund of Option Income ETFs,YMAX,11/07/2024,11/08/2024,0.1199,7.6083,0.0,0.1199,NA,ETF
405,Western Asset Bond ETF,WABF,11/01/2024,11/06/2024,0.119588,1.435056,0.0,0.119588,NA,ETF
334,SPDR Portfolio Short Term Corporate Bond ETF,SPSB,11/01/2024,11/06/2024,0.119583,1.4282,0.0,0.119583,NA,ETF
278,Principal Active High Yield ETF,YLD,11/01/2024,11/05/2024,0.11935,1.3161,0.0,0.11935,NA,ETF
516,Ocean Park High Income ETF,DUKH,11/05/2024,11/12/2024,0.1182,1.4184,0.0,0.1182,NA,ETF
243,Nuveen Preferred and Income ETF,NPFI,11/01/2024,11/04/2024,0.1178,1.4136,0.0,0.1178,NA,ETF
312,SPDR Bloomberg Emerging Markets USD Bond ETF,EMHC,11/01/2024,11/06/2024,0.117276,1.361,0.0,0.117276,NA,ETF
324,SPDR Nuveen Bloomberg Municipal Bond ETF,TFI,11/01/2024,11/06/2024,0.11656,1.3259,0.0,0.11656,NA,ETF
111,Franklin Ultra Short Bond ETF,FLUD,11/01/2024,11/06/2024,0.1162,1.2549,0.0,0.1162,NA,ETF
375,VanEck IG Floating Rate ETF,FLTR,11/01/2024,11/06/2024,0.116,1.5694,0.0,0.116,NA,ETF
818,PIMCO Dynamic Income Strategy Fund Common Shares of Beneficial Interest,PDX,11/12/2024,12/02/2024,0.1133,1.3596,0.0,0.1133,NA,
238,Nuveen Core Plus Bond ETF,NCPB,11/01/2024,11/04/2024,0.1129,1.3548,0.0,0.1129,NA,ETF
337,SPDR Portfolio Treasury ETF,SPTB,11/01/2024,11/06/2024,0.112165,1.1835,0.0,0.112165,NA,ETF
131,iShares 0-5 Year TIPS Bond ETF,STIP,11/01/2024,11/06/2024,0.112119,3.4977,0.0,0.112119,NA,ETF
371,VanEck Emerging Markets High Yield Bond ETF,HYEM,11/01/2024,11/06/2024,0.1107,1.172,0.0,0.1107,NA,ETF
740,"ETRACS Monthly Pay 2xLeveraged US High Dividend Low Volatility ETN Series B due September 30, 2044",HDLB,11/12/2024,11/20/2024,0.1095,1.3356,0.0,0.1095,NA,
164,iShares iBonds Dec 2024 Term Corporate ETF,IBDP,11/01/2024,11/06/2024,0.108469,0.9636,0.0,0.108469,NA,ETF
77,Columbia U.S. High Yield ETF,NJNK,11/01/2024,11/05/2024,0.10718,0.0887,0.0,0.10718,NA,ETF
250,NYLI MacKay Securitized Income ETF,SECR,11/01/2024,11/06/2024,0.1069,1.3877,0.0,0.1069,NA,ETF
457,iShares Interest Rate Hedged U.S. Aggregate Bond ETF,AGRH,11/04/2024,11/07/2024,0.106665,1.3539,0.0,0.106665,NA,ETF
738,UBS AG,PFFL,11/12/2024,11/20/2024,0.1065,1.205,0.0,0.1065,NA,
310,SPDR Bloomberg Convertible Securities ETF,CWB,11/01/2024,11/06/2024,0.105669,1.3811,0.0,0.105669,NA,ETF
182,iShares iBonds Dec 2033 Term Corporate ETF,IBDY,11/01/2024,11/06/2024,0.10536,1.2043,0.0,0.10536,NA,ETF
284,ProShares Nasdaq-100 High Income ETF,IQQQ,11/01/2024,11/08/2024,0.104608,1.255296,0.0,0.104608,NA,ETF
460,iShares Yield Optimized Bond ETF,BYLD,11/04/2024,11/07/2024,0.103612,1.1284,0.0,0.103612,NA,ETF
184,iShares iBonds Dec 2034 Term Corporate ETF,IBDZ,11/01/2024,11/06/2024,0.103128,0.9481,0.0,0.103128,NA,ETF
335,SPDR Portfolio Short Term Treasury ETF,SPTS,11/01/2024,11/06/2024,0.103107,1.2089,0.0,0.103107,NA,ETF
510,Global X U.S. Preferred ETF,PFFD,11/05/2024,11/13/2024,0.1025,1.2575,0.0,0.1025,NA,ETF
10,ActivePassive Core Bond ETF,APCB,11/01/2024,11/04/2024,0.10195583,1.1263,0.0,0.10195583,NA,ETF
180,iShares iBonds Dec 2032 Term Corporate ETF,IBDX,11/01/2024,11/06/2024,0.101846,1.2211,0.0,0.101846,NA,ETF
311,SPDR Bloomberg Emerging Markets Local Bond ETF,EBND,11/01/2024,11/06/2024,0.101605,1.1561,0.0,0.101605,NA,ETF
302,Schwab Ultra-Short Income ETF,SCUS,11/01/2024,11/07/2024,0.1016,0.1332,0.0,0.1016,NA,ETF
295,Schwab 5-10 Year Corporate Bond ETF,SCHI,11/01/2024,11/07/2024,0.1009,1.1226,0.0,0.1009,NA,ETF
244,Nuveen Ultra Short Income ETF,NUSB,11/01/2024,11/04/2024,0.1008,1.2096,0.0,0.1008,NA,ETF
165,iShares iBonds Dec 2024 Term Treasury ETF,IBTE,11/01/2024,11/06/2024,0.100355,1.20426,0.0,0.100355,NA,ETF
499,Global X Emerging Markets Bond ETF,EMBD,11/05/2024,11/13/2024,0.1,1.2637,0.0,0.1,NA,ETF
376,VanEck International High Yield Bond ETF,IHY,11/01/2024,11/06/2024,0.0987,1.1346,0.0,0.0987,NA,ETF
726,Northeast Bank Common Stock,NBN,11/12/2024,11/26/2024,0.01,0.04,101.37,0.09864851533984413,none,
406,Western Asset Short Duration Income ETF,WINC,11/01/2024,11/06/2024,0.098,1.176,0.0,0.098,NA,ETF
395,Vanguard Total International Bond ETF,BNDX,11/01/2024,11/05/2024,0.098,1.176,0.0,0.098,NA,ETF
68,Canadian Dollar Trust,FXC,11/01/2024,11/07/2024,0.0974,1.6367,0.0,0.0974,NA,
331,SPDR Portfolio Long Term Corporate Bond ETF,SPLB,11/01/2024,11/06/2024,0.097191,1.1414,0.0,0.097191,NA,ETF
352,SPDR SSGA My2034 Corporate Bond ETF,MYCN,11/01/2024,11/06/2024,0.096972,1.163664,0.0,0.096972,NA,ETF
172,iShares iBonds Dec 2028 Term Corporate ETF,IBDT,11/01/2024,11/06/2024,0.096663,1.1393,0.0,0.096663,NA,ETF
61,BrandywineGLOBAL - U.S. Fixed Income ETF,USFI,11/01/2024,11/06/2024,0.096478,1.157736,0.0,0.096478,NA,ETF
76,Columbia Short Duration High Yield ETF,HYSD,11/01/2024,11/05/2024,0.09518,0.0783,0.0,0.09518,NA,ETF
351,SPDR SSGA My2033 Corporate Bond ETF,MYCM,11/01/2024,11/06/2024,0.094966,1.139592,0.0,0.094966,NA,ETF
186,iShares iBonds Dec 2044 Term Treasury ETF,IBGA,11/01/2024,11/06/2024,0.09439,1.13268,0.0,0.09439,NA,ETF
325,SPDR Nuveen Bloomberg Short Term Municipal Bond ETF,SHM,11/01/2024,11/06/2024,0.094158,0.8406,0.0,0.094158,NA,ETF
9,Academy Veteran Impact ETF,VETZ,11/01/2024,11/06/2024,0.0936,1.0562,0.0,0.0936,NA,ETF
350,SPDR SSGA My2032 Corporate Bond ETF,MYCL,11/01/2024,11/06/2024,0.093166,1.117992,0.0,0.093166,NA,ETF
339,SPDR SSGA My2026 Corporate Bond ETF,MYCF,11/01/2024,11/06/2024,0.092987,1.115844,0.0,0.092987,NA,ETF
104,Franklin Dynamic Municipal Bond ETF,FLMI,11/01/2024,11/06/2024,0.0929,0.9727,0.0,0.0929,NA,ETF
300,Schwab Short-Term U.S. Treasury ETF,SCHO,11/01/2024,11/07/2024,0.0924,1.0253,0.0,0.0924,NA,ETF
349,SPDR SSGA My2031 Corporate Bond ETF,MYCK,11/01/2024,11/06/2024,0.092341,1.108092,0.0,0.092341,NA,ETF
174,iShares iBonds Dec 2029 Term Corporate ETF,IBDU,11/01/2024,11/06/2024,0.092269,1.0578,0.0,0.092269,NA,ETF
294,Schwab 1-5 Year Corporate Bond ETF,SCHJ,11/01/2024,11/07/2024,0.092,0.9126,0.0,0.092,NA,ETF
187,iShares iBonds Dec 2054 Term Treasury ETF,IBGK,11/01/2024,11/06/2024,0.09166,1.09992,0.0,0.09166,NA,ETF
323,SPDR Nuveen Bloomberg High Yield Municipal Bond ETF,HYMB,11/01/2024,11/06/2024,0.09095,1.0839,0.0,0.09095,NA,ETF
332,SPDR Portfolio Long Term Treasury ETF,SPTL,11/01/2024,11/06/2024,0.090269,1.0305,0.0,0.090269,NA,ETF
330,SPDR Portfolio Intermediate Term Treasury ETF,SPTI,11/01/2024,11/06/2024,0.090144,1.022,0.0,0.090144,NA,ETF
450,iREIT - MarketVector Quality REIT Index ETF,IRET,11/04/2024,11/06/2024,0.0899,1.05,0.0,0.0899,NA,ETF
199,iShares TIPS Bond ETF,TIP,11/01/2024,11/06/2024,0.089026,3.7508,0.0,0.089026,NA,ETF
347,SPDR SSGA My2030 Corporate Bond ETF,MYCJ,11/01/2024,11/06/2024,0.088946,1.067352,0.0,0.088946,NA,ETF
106,Franklin Investment Grade Corporate ETF,FLCO,11/01/2024,11/06/2024,0.0887,0.9438,0.0,0.0887,NA,ETF
609,VictoryShares WestEnd Economic Cycle Bond ETF,BMDL,11/07/2024,11/08/2024,0.08799,1.05588,0.0,0.08799,NA,ETF
170,iShares iBonds Dec 2027 Term Corporate ETF,IBDS,11/01/2024,11/06/2024,0.087676,1.0081,0.0,0.087676,NA,ETF
345,SPDR SSGA My2029 Corporate Bond ETF,MYCI,11/01/2024,11/06/2024,0.087307,1.047684,0.0,0.087307,NA,ETF
6,AB Tax-Aware Long Municipal ETF,TAFL,11/01/2024,11/06/2024,0.087,0.9512,0.0,0.087,NA,ETF
279,Principal Investment Grade Corporate Active ETF,IG,11/01/2024,11/05/2024,0.086322,1.0128,0.0,0.086322,NA,ETF
343,SPDR SSGA My2028 Corporate Bond ETF,MYCH,11/01/2024,11/06/2024,0.086146,1.033752,0.0,0.086146,NA,ETF
341,SPDR SSGA My2027 Corporate Bond ETF,MYCG,11/01/2024,11/06/2024,0.085707,1.028484,0.0,0.085707,NA,ETF
505,Global X Super Dividend ETF,DIV,11/05/2024,11/13/2024,0.0855,1.0725,0.0,0.0855,NA,ETF
24,Australian Dollar Trust,FXA,11/01/2024,11/07/2024,0.0855,0.9738,0.0,0.0855,NA,
167,iShares iBonds Dec 2025 Term Treasury ETF,IBTF,11/01/2024,11/06/2024,0.085472,1.025664,0.0,0.085472,NA,ETF
605,VictoryShares US Small Cap High Div Volatility Wtd ETF,CSB,11/07/2024,11/08/2024,0.085177,1.022124,0.0,0.085177,NA,ETF
297,Schwab Intermediate-Term U.S. Treasury ETF,SCHR,11/01/2024,11/07/2024,0.085,0.8905,0.0,0.085,NA,ETF
156,iShares ESG Aware 1-5 Year USD Corporate Bond ETF,SUSB,11/01/2024,11/06/2024,0.084995,1.01994,0.0,0.084995,NA,ETF
59,BondBloxx USD High Yield Bond Sector Rotation ETF,HYSA,11/01/2024,11/06/2024,0.0849,1.0966,0.0,0.0849,NA,ETF
178,iShares iBonds Dec 2031 Term Corporate ETF,IBDW,11/01/2024,11/06/2024,0.084593,1.0064,0.0,0.084593,NA,ETF
168,iShares iBonds Dec 2026 Term Corporate ETF,IBDR,11/01/2024,11/06/2024,0.084526,0.951,0.0,0.084526,NA,ETF
107,Franklin Municipal Green Bond ETF,FLMB,11/01/2024,11/06/2024,0.0841,0.8827,0.0,0.0841,NA,ETF
176,iShares iBonds Dec 2030 Term Corporate ETF,IBDV,11/01/2024,11/06/2024,0.083963,0.9865,0.0,0.083963,NA,ETF
183,iShares iBonds Dec 2033 Term Treasury ETF,IBTO,11/01/2024,11/06/2024,0.08365,1.0038,0.0,0.08365,NA,ETF
504,Global X S&P 500 Quality Dividend ETF,QDIV,11/05/2024,11/13/2024,0.083,1.0341,0.0,0.083,NA,ETF
374,VanEck Green Bond ETF,GRNB,11/01/2024,11/06/2024,0.083,0.8646,0.0,0.083,NA,ETF
326,SPDR Portfolio Aggregate Bond ETF,SPAB,11/01/2024,11/06/2024,0.082965,0.9469,0.0,0.082965,NA,ETF
158,iShares ESG Aware USD Corporate Bond ETF,SUSC,11/01/2024,11/06/2024,0.082937,0.995244,0.0,0.082937,NA,ETF
109,Franklin U.S. Core Bond ETF,FLCB,11/01/2024,11/06/2024,0.0815,0.8537,0.0,0.0815,NA,ETF
281,Principal Spectrum Tax-Advantaged Dividend Active ETF,PQDI,11/01/2024,11/05/2024,0.081283,0.9307,0.0,0.081283,NA,ETF
589,VictoryShares Core Plus Intermediate Bond ETF,UBND,11/07/2024,11/08/2024,0.080849,0.970188,0.0,0.080849,NA,ETF
248,NYLI MacKay Muni Insured ETF,MMIN,11/01/2024,11/06/2024,0.0808,0.947,0.0,0.0808,NA,ETF
303,Schwab US Aggregate Bond ETF,SCHZ,11/01/2024,11/07/2024,0.0807,0.8684,0.0,0.0807,NA,ETF
262,Pimco 15  Year U.S. TIPS Index Exchange-Traded Fund,LTPZ,11/01/2024,11/05/2024,0.08,2.64,0.0,0.08,NA,
166,iShares iBonds Dec 2025 Term Corporate ETF,IBDQ,11/01/2024,11/06/2024,0.079773,0.9214,0.0,0.079773,NA,ETF
246,NYLI MacKay ESG Core Plus Bond ETF,ESGB,11/01/2024,11/06/2024,0.0797,1.1264,0.0,0.0797,NA,ETF
169,iShares iBonds Dec 2026 Term Treasury ETF,IBTG,11/01/2024,11/06/2024,0.079204,0.950448,0.0,0.079204,NA,ETF
249,NYLI MacKay Muni Intermediate ETF,MMIT,11/01/2024,11/06/2024,0.0791,0.9089,0.0,0.0791,NA,ETF
240,Nuveen ESG 1-5 Year U.S. Aggregate Bond ETF,NUSA,11/01/2024,11/04/2024,0.0781,0.944,0.0,0.0781,NA,ETF
110,Franklin U.S. Treasury Bond ETF,FLGV,11/01/2024,11/06/2024,0.077,0.7881,0.0,0.077,NA,ETF
502,Global X MSCI SuperDividend EAFE ETF,EFAS,11/05/2024,11/13/2024,0.076,0.912,0.0,0.076,NA,ETF
453,iShares Inflation Hedged U.S. Aggregate Bond ETF,AGIH,11/04/2024,11/07/2024,0.075913,0.8641,0.0,0.075913,NA,ETF
171,iShares iBonds Dec 2027 Term Treasury ETF,IBTH,11/01/2024,11/06/2024,0.075555,0.90666,0.0,0.075555,NA,ETF
239,Nuveen Enhanced Yield U.S. Aggregate Bond ETF,NUAG,11/01/2024,11/04/2024,0.0753,0.8876,0.0,0.0753,NA,ETF
451,iShares Core Conservative Allocation ETF,AOK,11/04/2024,11/07/2024,0.075199,1.1539,0.0,0.075199,NA,ETF
299,Schwab Municipal Bond ETF,SCMB,11/01/2024,11/07/2024,0.075,0.8546,0.0,0.075,NA,ETF
608,VictoryShares US Value Momentum ETF,ULVM,11/07/2024,11/08/2024,0.074444,0.893328,0.0,0.074444,NA,ETF
75,Columbia Short Duration Bond ETF,SBND,11/01/2024,11/05/2024,0.07442,0.8165,0.0,0.07442,NA,ETF
378,VanEck Preferred Securities ex Financials ETF,PFXF,11/01/2024,11/06/2024,0.0743,1.2474,0.0,0.0743,NA,ETF
280,Principal Spectrum Preferred Securities Active ETF,PREF,11/01/2024,11/05/2024,0.073777,0.8522,0.0,0.073777,NA,ETF
561,FlexShares Core Select Bond Fund,BNDC,11/07/2024,11/14/2024,0.0733,0.8045,0.0,0.0733,NA,
242,Nuveen ESG U.S. Aggregate Bond ETF,NUBD,11/01/2024,11/04/2024,0.0733,0.7487,0.0,0.0733,NA,ETF
181,iShares iBonds Dec 2032 Term Treasury ETF,IBTM,11/01/2024,11/06/2024,0.073199,0.878388,0.0,0.073199,NA,ETF
498,Global X Alternative Income ETF,ALTY,11/05/2024,11/13/2024,0.073,0.876,0.0,0.073,NA,ETF
173,iShares iBonds Dec 2028 Term Treasury ETF,IBTI,11/01/2024,11/06/2024,0.072902,0.874824,0.0,0.072902,NA,ETF
420,ATAC Credit Rotation ETF,JOJO,11/04/2024,11/06/2024,0.0727,0.7009,0.0,0.0727,NA,ETF
175,iShares iBonds Dec 2029 Term Treasury ETF,IBTJ,11/01/2024,11/06/2024,0.072183,0.866196,0.0,0.072183,NA,ETF
590,VictoryShares Corporate Bond ETF,UCRD,11/07/2024,11/08/2024,0.071801,0.861612,0.0,0.071801,NA,ETF
185,iShares iBonds Dec 2034 Term Treasury ETF,IBTP,11/01/2024,11/06/2024,0.07159,0.85908,0.0,0.07159,NA,ETF
73,Columbia Diversified Fixed Income Allocation ETF,DIAL,11/01/2024,11/05/2024,0.07098,0.7848,0.0,0.07098,NA,ETF
1364,Crawford & Company Common Stock,CRD.B,11/19/2024,12/06/2024,0.07,0.28,0.0,0.07,NA,
1363,Crawford & Company Common Stock,CRD.A,11/19/2024,12/06/2024,0.07,0.28,0.0,0.07,NA,
7,AB Tax-Aware Short Duration Municipal ETF,TAFI,11/01/2024,11/06/2024,0.0688,0.8047,0.0,0.0688,NA,ETF
179,iShares iBonds Dec 2031 Term Treasury ETF,IBTL,11/01/2024,11/06/2024,0.067917,0.815004,0.0,0.067917,NA,ETF
344,SPDR SSGA My2028 Municipal Bond ETF,MYMH,11/01/2024,11/06/2024,0.067747,0.812964,0.0,0.067747,NA,ETF
342,SPDR SSGA My2027 Municipal Bond ETF,MYMG,11/01/2024,11/06/2024,0.067598,0.811176,0.0,0.067598,NA,ETF
412,Xtrackers Municipal Infrastructure Revenue Bond ETF,RVNU,11/01/2024,11/08/2024,0.0673,0.7444,0.0,0.0673,NA,ETF
348,SPDR SSGA My2030 Municipal Bond ETF,MYMJ,11/01/2024,11/06/2024,0.066871,0.802452,0.0,0.066871,NA,ETF
245,NYLI MacKay California Muni Intermediate ETF,MMCA,11/01/2024,11/06/2024,0.0664,0.8046,0.0,0.0664,NA,ETF
333,SPDR Portfolio Mortgage Backed Bond ETF,SPMB,11/01/2024,11/06/2024,0.065866,0.757,0.0,0.065866,NA,ETF
314,SPDR Bloomberg International Corporate Bond ETF,IBND,11/01/2024,11/06/2024,0.065363,0.7306,0.0,0.065363,NA,ETF
338,SPDR SSGA Fixed Income Sector Rotation ETF,FISR,11/01/2024,11/06/2024,0.064506,0.8906,0.0,0.064506,NA,ETF
409,Xtrackers California Municipal Bonds ETF,CA,11/01/2024,11/08/2024,0.06444,0.77328,0.0,0.06444,NA,ETF
177,iShares iBonds Dec 2030 Term Treasury ETF,IBTK,11/01/2024,11/06/2024,0.06386,0.76632,0.0,0.06386,NA,ETF
318,SPDR Bloomberg Short Term International Treasury Bond ETF,BWZ,11/01/2024,11/06/2024,0.063715,0.5918,0.0,0.063715,NA,ETF
190,iShares Intermediate Muni Income Active ETF,INMU,11/01/2024,11/06/2024,0.063527,0.8212,0.0,0.063527,NA,ETF
340,SPDR SSGA My2026 Municipal Bond ETF,MYMF,11/01/2024,11/06/2024,0.062431,0.749172,0.0,0.062431,NA,ETF
98,FlexShares Disciplined Duration MBS Index Fund,MBSD,11/01/2024,11/07/2024,0.0596,0.7378,0.0,0.0596,NA,
5,AB Tax-Aware Intermediate Municipal ETF,TAFM,11/01/2024,11/06/2024,0.0591,0.8523,0.0,0.0591,NA,ETF
